,type,x,y,z,r,parent
18868_3799_x6462_y13405.swc,1,4266.400000000001,4325.325,9294.6,1.0,-1
18868_3853_x29683_y10294.swc,1,4827.0,3165.75,2144.575,1.0,-1
18868_3856_x26025_y7205.swc,1,5066.474999999999,2010.175,3340.0,1.0,-1
18868_3871_x26350_y7564.swc,1,5073.474999999999,2166.275,3247.5,1.0,-1
18868_3875_x8707_y8341.swc,1,4688.95,2417.9500000000003,8480.325,1.0,-1
18868_3922_x26631_y7518.swc,1,5156.275000000001,2138.775,3155.575,1.0,-1
18868_3931_x26823_y7496.swc,1,5146.525,2113.425,3099.125,1.0,-1
18868_3932_x25373_y7132.swc,1,5195.225,2012.975,3557.7,1.0,-1
18868_3977_x25824_y7160.swc,1,5232.075,2015.35,3413.5750000000003,1.0,-1
18868_3981_x30626_y12403.swc,1,4884.349999999999,3897.75,1806.45,1.0,-1
18868_4041_x10632_y7193.swc,1,5064.7,1932.65,7801.525,1.0,-1
18868_4047_x27203_y7787.swc,1,5313.95,2245.175,2997.4,1.0,-1
18868_4132_x11881_y6094.swc,1,5232.825,1723.425,7403.675,1.0,-1
18868_4192_x10967_y7007.swc,1,5293.35,1844.8,7690.65,1.0,-1
18868_4221_x5685_y12199.swc,1,4872.025,3915.075,9526.475,1.0,-1
18868_4317_x23980_y6346.swc,1,5749.65,1779.0749999999998,3991.525,1.0,-1
18868_4341_x30419_y10114.swc,1,5533.1,3103.9,1941.95,1.0,-1
18868_4430_x9829_y7185.swc,1,5547.9,1904.05,8049.975,1.0,-1
18868_4434_x10947_y6887.swc,1,5588.150000000001,1786.8,7695.699999999999,1.0,-1
18868_4464_x5477_y11004.swc,1,5229.475,3464.8,9587.575,1.0,-1
18868_4517_x31548_y11591.swc,1,5662.125,3589.7,1525.875,1.0,-1
18868_4523_x15124_y15767.swc,1,5771.95,5240.275,6547.25,1.0,-1
18868_4549_x5910_y9879.swc,1,5406.45,3025.15,9436.725,1.0,-1
18868_4634_x13823_y16687.swc,1,5810.475,5550.55,6968.099999999999,1.0,-1
18868_4648_x14941_y16268.swc,1,5868.35,5418.125,6619.25,1.0,-1
18868_4693_x13797_y16937.swc,1,5853.85,5639.099999999999,6982.099999999999,1.0,-1
18868_4706_x15828_y16760.swc,1,5890.15,5597.3,6363.075,1.0,-1
18868_4739_x28536_y7468.swc,1,6222.475,2121.2,2609.575,1.0,-1
18868_4757_x15158_y16995.swc,1,5925.575,5679.099999999999,6569.549999999999,1.0,-1
18868_4803_x7002_y8311.swc,1,5868.099999999999,2392.1,9030.325,1.0,-1
18868_4818_x14513_y17030.swc,1,5990.35,5689.849999999999,6769.150000000001,1.0,-1
18868_4863_x31402_y10126.swc,1,6206.55,3091.1000000000004,1607.35,1.0,-1
18868_4883_x27078_y6285.swc,1,6443.099999999999,1686.25,3049.7,1.0,-1
18868_5131_x7596_y7239.swc,1,6328.75,1903.45,8806.1,1.0,-1
18868_5141_x8535_y6876.swc,1,6379.6,1735.8,8475.675,1.0,-1
18868_5156_x9540_y6495.swc,1,6418.85,1575.625,8150.55,1.0,-1
18868_5242_x9858_y5968.swc,1,6553.775000000001,1358.775,8031.075,1.0,-1
18868_5369_x19532_y5532.swc,1,7046.125000000001,1694.25,5285.5,1.0,-1
18868_5397_x19819_y6085.swc,1,7082.45,1882.175,5229.5,1.0,-1
18868_5456_x7773_y6771.swc,1,6752.7,1687.85,8753.400000000001,1.0,-1
18868_5531_x7356_y7030.swc,1,6837.15,1810.325,8920.125,1.0,-1
18868_5686_x9887_y5415.swc,1,7112.7,1180.0,8032.125000000001,1.0,-1
18868_5701_x9538_y5736.swc,1,7112.875,1298.025,8161.175,1.0,-1
18868_5723_x7031_y7203.swc,1,7064.9,1897.225,9064.675,1.0,-1
18868_5724_x8616_y5999.swc,1,7105.374999999999,1386.25,8463.3,1.0,-1
18868_5965_x17541_y6435.swc,1,7682.575,2023.6,5893.5,1.0,-1
18868_5983_x17523_y5085.swc,1,7745.55,1559.2,5867.95,1.0,-1
18868_6000_x19811_y5444.swc,1,7823.8,1735.6,5237.0,1.0,-1
18868_6019_x9541_y5296.swc,1,7516.95,1180.7,8156.924999999999,1.0,-1
18868_6196_x17668_y4955.swc,1,8019.475,1537.45,5834.125,1.0,-1
18868_6405_x11428_y4397.swc,1,8109.375,1031.75,7604.474999999999,1.0,-1
18868_6757_x10353_y4324.swc,1,8564.85,988.375,7973.75,1.0,-1
18868_7311_x22238_y17329.swc,1,9124.475,5999.275,4580.45,1.0,-1
18869_00020.swc,1,10333.85,5418.075000000001,7885.85,1.0,-1
18869_00024.swc,1,6222.425,5146.275,4123.8,1.0,-1
18869_00025.swc,1,6105.9,4195.825,3898.9,1.0,-1
18869_00028.swc,1,6653.799999999999,4464.7,3420.65,1.0,-1
18869_3064_x20999_y7621.swc,1,4116.2,3747.25,2474.775,1.0,-1
18869_3239_x6605_y6691.swc,1,4231.75,3545.525,8970.175000000001,1.0,-1
18869_3263_x6927_y6229.swc,1,4285.075,3283.775,8812.0,1.0,-1
18869_3305_x6812_y6104.swc,1,4312.425,3216.3,8880.5,1.0,-1
18869_3321_x21485_y7678.swc,1,4487.05,3731.05,2273.95,1.0,-1
18869_3395_x6415_y6741.swc,1,4451.3,3565.175,9064.2,1.0,-1
18869_3398_x6248_y7047.swc,1,4407.950000000001,3740.425,9139.05,1.0,-1
18869_3480_x6168_y6983.swc,1,4556.775,3701.875,9184.275,1.0,-1
18869_3482_x7077_y5660.swc,1,4580.474999999999,2957.875,8756.6,1.0,-1
18869_3504_x6554_y5961.swc,1,4547.9,3120.2000000000003,9006.324999999999,1.0,-1
18869_3506_x6250_y6810.swc,1,4596.775000000001,3610.725,9148.225,1.0,-1
18869_3547_x21769_y7449.swc,1,4790.025,3578.975,2178.9750000000004,1.0,-1
18869_3590_x6132_y6798.swc,1,4696.525,3602.5750000000003,9209.825,1.0,-1
18869_3634_x20027_y5437.swc,1,4975.475,2455.6,3160.05,1.0,-1
18869_3634_x5750_y7170.swc,1,4709.725,3802.425,9388.75,1.0,-1
18869_3659_x21701_y7032.swc,1,4943.849999999999,3342.0,2256.475,1.0,-1
18869_3701_x5589_y7633.swc,1,4803.75,4057.1,9468.45,1.0,-1
18869_3701_x7703_y4993.swc,1,4885.049999999999,2550.4750000000004,8466.475,1.0,-1
18869_3741_x6284_y6163.swc,1,4895.25,3240.2000000000003,9145.9,1.0,-1
18869_3751_x5868_y6832.swc,1,4888.425,3616.15,9344.55,1.0,-1
18869_3761_x5335_y8118.swc,1,4861.025,4320.275000000001,9590.825,1.0,-1
18869_3857_x22137_y7268.swc,1,5222.225,3438.6249999999995,2063.85,1.0,-1
18869_3937_x5000_y8198.swc,1,5055.5,4362.675,9751.875,1.0,-1
18869_4001_x4383_y7249.swc,1,4998.55,3842.2,10059.025,1.0,-1
18869_4026_x21667_y6102.swc,1,5440.9,2783.3,2390.5750000000003,1.0,-1
18869_4036_x8032_y4635.swc,1,5308.225,2319.725,8317.775,1.0,-1
18869_4050_x21764_y6239.swc,1,5488.525,2867.175,2341.525,1.0,-1
18869_4054_x19963_y5080.swc,1,5485.3,2235.6000000000004,3276.9500000000003,1.0,-1
18869_4089_x6848_y5110.swc,1,5339.725,2619.8,8880.074999999999,1.0,-1
18869_4091_x4807_y8065.swc,1,5244.975,4291.875,9862.875,1.0,-1
18869_4181_x21056_y5611.swc,1,5698.325,2519.4500000000003,2770.6,1.0,-1
18869_4184_x11041_y4195.swc,1,5367.900000000001,1852.725,6984.15,1.0,-1
18869_4196_x21043_y5510.swc,1,5679.549999999999,2463.9500000000003,2763.7,1.0,-1
18869_4253_x4991_y7023.swc,1,5466.9,3720.825,9783.325,1.0,-1
18869_4268_x10899_y9077.swc,1,5591.025,4520.900000000001,6744.35,1.0,-1
18869_4275_x8819_y9368.swc,1,5715.375,4849.1,7845.8,1.0,-1
18869_4282_x22276_y6457.swc,1,5808.975,2949.6,2135.65,1.0,-1
18869_4301_x16815_y4413.swc,1,5565.05,1788.775,4721.0,1.0,-1
18869_4301_x20547_y5218.swc,1,5835.775000000001,2303.15,3038.925,1.0,-1
18869_4302_x23433_y9053.swc,1,5814.575,4345.075,1439.925,1.0,-1
18869_4345_x7097_y4738.swc,1,5640.599999999999,2389.0,8770.8,1.0,-1
18869_4347_x8166_y4281.swc,1,5619.0,2092.0,8266.575,1.0,-1
18869_4371_x21382_y5522.swc,1,5922.9,2438.3500000000004,2633.025,1.0,-1
18869_4384_x15799_y10704.swc,1,5685.224999999999,5377.3,4887.0,1.0,-1
18869_4410_x8772_y3996.swc,1,5643.8,1891.0,7991.95,1.0,-1
18869_4414_x15653_y4273.swc,1,5599.900000000001,1640.675,5199.3,1.0,-1
18869_4419_x16667_y10498.swc,1,5731.05,5225.825,4542.625,1.0,-1
18869_4426_x7611_y4421.swc,1,5708.175,2184.95,8528.225,1.0,-1
18869_4453_x9586_y8809.swc,1,5890.15,4386.75,7250.3,1.0,-1
18869_4457_x17404_y9449.swc,1,5860.425,4581.65,4359.9,1.0,-1
18869_4468_x23035_y7089.swc,1,6054.475,3243.625,1753.825,1.0,-1
18869_4469_x21852_y5924.swc,1,6092.175,2649.65,2419.575,1.0,-1
18869_4511_x11720_y4070.swc,1,5698.675,1743.05,6727.8,1.0,-1
18869_4520_x23555_y8194.swc,1,6104.099999999999,3844.725,1452.625,1.0,-1
18869_4550_x17965_y4177.swc,1,5873.175,1701.1,4255.975,1.0,-1
18869_4550_x7203_y4574.swc,1,5875.25,2292.45,8727.325,1.0,-1
18869_4571_x10055_y8359.swc,1,5983.35,4032.125,6987.825,1.0,-1
18869_4587_x23021_y6827.swc,1,6225.2,3084.575,1808.475,1.0,-1
18869_4599_x7153_y3640.swc,1,5731.05,1659.15,8771.675000000001,1.0,-1
18869_4625_x5853_y5391.swc,1,5962.525000000001,2790.975,9386.675,1.0,-1
18869_4629_x8451_y4031.swc,1,5916.525,1945.525,8151.925,1.0,-1
18869_4662_x10221_y8547.swc,1,6069.875,4098.15,6970.275,1.0,-1
18869_4693_x19236_y9148.swc,1,6292.875,4322.575,3622.6,1.0,-1
18869_4722_x18329_y4110.swc,1,6074.4,1686.1249999999998,4114.425,1.0,-1
18869_4727_x9851_y8415.swc,1,6152.2,4045.2,7124.525,1.0,-1
18869_4764_x5211_y5995.swc,1,6112.175,3135.65,9713.5,1.0,-1
18869_4786_x18238_y10268.swc,1,6330.1,5018.3,3936.0,1.0,-1
18869_4787_x8961_y9647.swc,1,6251.675,4918.175,7786.225,1.0,-1
18869_4837_x18229_y3163.swc,1,6030.1,935.775,4124.8,1.0,-1
18869_4841_x18666_y8144.swc,1,6387.325,3634.9,3896.925,1.0,-1
18869_4848_x18620_y8132.swc,1,6384.025,3620.4,3921.25,1.0,-1
18869_4883_x18883_y4120.swc,1,6285.1,1704.0749999999998,3888.575,1.0,-1
18869_4890_x8926_y9583.swc,1,6374.349999999999,4871.45,7786.799999999999,1.0,-1
18869_4912_x19648_y8510.swc,1,6546.75,3855.875000000001,3448.425,1.0,-1
18869_4953_x22613_y6076.swc,1,6708.775,2670.375,2122.2000000000003,1.0,-1
18869_4997_x13063_y4444.swc,1,6310.425,1866.55,6196.8,1.0,-1
18869_5019_x5442_y5910.swc,1,6481.825000000001,3100.6,9618.725,1.0,-1
18869_5024_x5544_y5480.swc,1,6444.35,2838.65,9570.4,1.0,-1
18869_5033_x23046_y6158.swc,1,6778.325,2684.725,1895.925,1.0,-1
18869_5108_x7688_y4065.swc,1,6475.375,1984.3,8541.675,1.0,-1
18869_5123_x17555_y3609.swc,1,6464.075,1257.4,4468.55,1.0,-1
18869_5126_x8617_y7685.swc,1,6599.775,3657.05,7877.575,1.0,-1
18869_5150_x8933_y7652.swc,1,6614.400000000001,3581.775,7719.075,1.0,-1
18869_5213_x7186_y4274.swc,1,6628.025,2125.3,8778.5,1.0,-1
18869_5237_x7485_y4162.swc,1,6655.925,2065.825,8637.075,1.0,-1
18869_5286_x15761_y3297.swc,1,6552.875,924.7,5180.45,1.0,-1
18869_5317_x6063_y4638.swc,1,6732.425000000001,2332.775,9340.075,1.0,-1
18869_5343_x5414_y5337.swc,1,6803.775000000001,2757.55,9653.75,1.0,-1
18869_5393_x8284_y3671.swc,1,6755.025000000001,1729.5000000000002,8284.175000000001,1.0,-1
18869_5418_x23277_y4971.swc,1,7059.2,1892.175,1782.1999999999998,1.0,-1
18869_5431_x21494_y4633.swc,1,7078.799999999999,1883.475,2701.725,1.0,-1
18869_5444_x13271_y3998.swc,1,6835.599999999999,1542.075,6132.099999999999,1.0,-1
18869_5482_x15126_y4142.swc,1,6940.000000000001,1592.625,5490.35,1.0,-1
18869_5553_x7275_y3994.swc,1,6988.9,1935.925,8757.325,1.0,-1
18869_5571_x8792_y4549.swc,1,7057.875,2282.5,8016.474999999999,1.0,-1
18869_5684_x13521_y3699.swc,1,7103.6,1312.525,6069.525000000001,1.0,-1
18869_5692_x6534_y3440.swc,1,7039.624999999999,1513.05,9116.675,1.0,-1
18869_5694_x15073_y4098.swc,1,7193.75,1579.4,5513.225,1.0,-1
18869_5705_x4706_y6107.swc,1,7277.450000000001,3224.05,9995.275,1.0,-1
18869_5754_x7159_y3959.swc,1,7237.45,1912.4,8807.550000000001,1.0,-1
18869_5802_x13547_y4406.swc,1,7334.425,1854.375,6057.175,1.0,-1
18869_5941_x16325_y2938.swc,1,7434.05,752.0,4999.925,1.0,-1
18869_5980_x7654_y3517.swc,1,7484.75,1587.025,8579.725,1.0,-1
18869_6076_x17177_y3306.swc,1,7705.150000000001,1057.225,4660.55,1.0,-1
18869_6241_x19347_y3562.swc,1,8011.375,1297.55,3752.8,1.0,-1
18869_6291_x15236_y3478.swc,1,7949.124999999999,1119.65,5424.349999999999,1.0,-1
18869_6454_x17703_y2478.swc,1,8130.724999999999,487.025,4436.724999999999,1.0,-1
18869_6732_x9649_y3919.swc,1,8461.575,1797.8750000000002,7708.875,1.0,-1
18869_6854_x10735_y2978.swc,1,8573.699999999999,1095.15,7253.400000000001,1.0,-1
18869_7121_x17742_y2862.swc,1,9063.5,794.625,4393.775000000001,1.0,-1
18869_7358_x8916_y4859.swc,1,9326.825,2427.25,8070.25,1.0,-1
18869_7472_x16444_y11009.swc,1,9718.45,5386.775,4710.25,1.0,-1
18869_7986_x18907_y11037.swc,1,10411.75,5343.575,3563.3,1.0,-1
18869_7989_x9123_y9916.swc,1,10192.725,5053.475,7933.325000000001,1.0,-1
191801_1996_x10466_y16907.swc,1,2312.15,5292.3,6749.250000000001,1.0,-1
191801_3966_x14363_y10542.swc,1,4708.05,6829.725,3633.375,1.0,-1
191801_4180_x7440_y5386.swc,1,4846.325,2805.4,1923.925,1.0,-1
191801_4228_x15043_y11097.swc,1,4987.275000000001,7276.75,3802.225,1.0,-1
191801_4724_x4226_y10240.swc,1,5414.224999999999,1153.15,4350.325,1.0,-1
191803_8254_x7045_y21580.swc,1,9903.275,3456.975,8502.575,1.0,-1
191807_2469_x5431_y10056.swc,1,2517.6,3632.975,3799.0,1.0,-1
191807_2729_x3750_y9965.swc,1,2592.775,2691.3250000000003,3789.6,1.0,-1
191807_3532_x4912_y7973.swc,1,3678.025,2879.925,2942.125,1.0,-1
191807_4114_x3589_y10280.swc,1,4360.150000000001,1911.05,3895.85,1.0,-1
191807_4821_x3698_y18726.swc,1,5472.875,1703.3750000000002,7391.200000000001,1.0,-1
191807_4923_x7499_y24194.swc,1,6344.075,3693.35,9591.1,1.0,-1
191807_5031_x5620_y23074.swc,1,6187.95,2741.925,9215.075,1.0,-1
191807_5062_x6404_y23808.swc,1,6336.275,3100.35,9496.7,1.0,-1
191807_5178_x5002_y23078.swc,1,6177.65,2344.35,9266.75,1.0,-1
191807_5199_x3288_y11643.swc,1,5624.3,1169.25,4453.7,1.0,-1
191807_5629_x4661_y9410.swc,1,6346.025000000001,1606.925,3483.175,1.0,-1
191807_5811_x3931_y20674.swc,1,6704.625,1399.55,8143.975,1.0,-1
191807_5921_x4355_y21421.swc,1,6928.675,1615.5,8484.975,1.0,-1
191812_2734_x6259_y10487.swc,1,3235.95,2383.525,3415.9500000000003,1.0,-1
191812_2978_x7903_y22705.swc,1,3650.95,3552.1500000000005,8729.275,1.0,-1
191812_3140_x5204_y12992.swc,1,3908.975,1584.875,4594.525000000001,1.0,-1
191812_3163_x6264_y21524.swc,1,3854.6,2664.125,8275.3,1.0,-1
191812_3176_x5144_y19229.swc,1,3820.675,1848.775,7216.275000000001,1.0,-1
191812_3438_x6058_y10197.swc,1,4284.375,2142.125,3478.075,1.0,-1
191812_3494_x7001_y8336.swc,1,4270.525,2664.225,2560.725,1.0,-1
191812_3675_x8625_y6930.swc,1,4357.674999999999,3614.575,1912.375,1.0,-1
191812_3727_x4996_y18685.swc,1,4512.325,1748.275,6910.825,1.0,-1
191812_3758_x8791_y24162.swc,1,4737.175,3924.125,9114.85,1.0,-1
191812_3762_x9097_y24261.swc,1,4745.975,4032.425,9159.925,1.0,-1
191812_3801_x5383_y20989.swc,1,4630.8,2182.0,7916.074999999999,1.0,-1
191812_3915_x8011_y24180.swc,1,4890.675,3624.75,9149.05,1.0,-1
191812_3922_x8455_y6768.swc,1,4710.875,3475.3500000000004,1867.225,1.0,-1
191812_4003_x5886_y22658.swc,1,4820.425,2590.5,8658.325,1.0,-1
191812_4067_x7961_y6860.swc,1,4940.5,3193.25,1937.55,1.0,-1
191812_4322_x7645_y6848.swc,1,5263.65,3009.825,1991.775,1.0,-1
191812_4445_x5426_y10324.swc,1,5348.85,1724.225,3691.25,1.0,-1
191812_4446_x6677_y24393.swc,1,5250.275,2970.75,9366.2,1.0,-1
191812_4664_x8027_y25176.swc,1,5576.5,3523.625,9657.85,1.0,-1
191812_4686_x10891_y5452.swc,1,5454.849999999999,4570.1,1366.725,1.0,-1
191812_4775_x5212_y22490.swc,1,5608.2,2119.35,8554.0,1.0,-1
191812_5154_x9610_y25921.swc,1,6128.475,4196.7,9956.475,1.0,-1
191812_5158_x9017_y25877.swc,1,6122.275,3923.15,9966.55,1.0,-1
191812_5219_x4127_y21100.swc,1,5913.775,1283.45,7879.275,1.0,-1
191812_5221_x9028_y25900.swc,1,6223.625,3934.05,9976.15,1.0,-1
191812_5411_x6011_y24641.swc,1,6383.175,2611.525,9537.475,1.0,-1
191812_5586_x4875_y23378.swc,1,6469.25,1790.95,8957.4,1.0,-1
191812_5676_x8072_y26215.swc,1,6625.325,3470.7250000000004,10126.05,1.0,-1
191812_5922_x4572_y8645.swc,1,6753.05,1102.45,2995.05,1.0,-1
191812_6084_x5026_y7787.swc,1,7046.075000000001,1370.4,2490.2000000000003,1.0,-1
191812_6351_x5009_y7424.swc,1,7341.325000000001,1418.975,2294.525,1.0,-1
210254_2226_x16029_y23953.swc,1,2932.35,2889.2,3779.575,1.0,-1
210254_2309_x13266_y25533.swc,1,3399.35,4000.35,3272.5,1.0,-1
210254_2627_x17126_y20600.swc,1,3348.7499999999995,2116.45,5114.674999999999,1.0,-1
210254_3271_x15413_y13333.swc,1,4204.625,2721.85,7923.3,1.0,-1
210254_4021_x16401_y21556.swc,1,5186.25,1824.925,4827.150000000001,1.0,-1
210254_4149_x16164_y21238.swc,1,5386.975,1874.15,4959.975,1.0,-1
210254_4397_x16794_y21812.swc,1,5581.0,1509.975,4717.925,1.0,-1
210254_4485_x16442_y16836.swc,1,5632.674999999999,1579.875,6553.775000000001,1.0,-1
210254_4500_x16614_y17147.swc,1,5623.225,1490.35,6441.65,1.0,-1
236174_2657_x11930_y12250.swc,1,3505.5750000000003,4261.35,3689.9,1.0,-1
236174_2669_x10674_y13239.swc,1,3472.8499999999995,3676.925,4081.4,1.0,-1
236174_2801_x11376_y11451.swc,1,3658.15,4072.05,3334.25,1.0,-1
236174_3001_x12887_y24248.swc,1,4137.7,3983.275,7992.05,1.0,-1
236174_3029_x12820_y24699.swc,1,4229.975,3919.825,8176.425,1.0,-1
236174_3215_x11999_y11133.swc,1,4272.775,4343.650000000001,3282.3500000000004,1.0,-1
236174_3229_x11884_y10380.swc,1,4365.575,4337.85,2949.55,1.0,-1
236174_3229_x11951_y11316.swc,1,4352.225,4288.375,3283.8749999999995,1.0,-1
236174_3229_x12413_y11831.swc,1,4417.7,4458.225,3615.250000000001,1.0,-1
236174_3329_x13938_y26099.swc,1,4623.15,4309.375,8890.824999999999,1.0,-1
236174_3429_x12632_y10625.swc,1,4549.625,4605.375,3075.675,1.0,-1
236174_3447_x12562_y10626.swc,1,4515.175,4585.325000000001,3083.2000000000003,1.0,-1
236174_3529_x12805_y10541.swc,1,4626.625,4666.65,3050.675,1.0,-1
236174_3529_x13394_y26567.swc,1,4869.15,4034.375,8977.375,1.0,-1
236174_3529_x13688_y26111.swc,1,4869.65,4175.8,8778.475,1.0,-1
236174_3536_x15159_y25525.swc,1,4857.525,4827.025,8759.9,1.0,-1
236174_3729_x12692_y9419.swc,1,4828.349999999999,4666.775,2594.9750000000004,1.0,-1
236174_3729_x13645_y9551.swc,1,4804.375,5038.75,2634.25,1.0,-1
236174_3729_x15151_y26698.swc,1,5132.9,4769.95,9223.05,1.0,-1
236174_3829_x13590_y9284.swc,1,4914.575,5023.125,2545.7000000000003,1.0,-1
236174_3829_x14826_y27255.swc,1,5207.275,4610.075,9413.925,1.0,-1
236174_3829_x16301_y26647.swc,1,5279.849999999999,5243.625,9358.425,1.0,-1
236174_3893_x17507_y26071.swc,1,5307.875,5730.925,9301.15,1.0,-1
236174_3929_x12721_y8845.swc,1,5003.224999999999,4698.15,2386.725,1.0,-1
236174_3929_x13599_y9165.swc,1,4990.95,5027.925,2510.4500000000003,1.0,-1
236174_3970_x13439_y8678.swc,1,5113.825,4989.825,2334.55,1.0,-1
236174_4029_x13079_y8858.swc,1,5084.8,4834.9,2401.625,1.0,-1
236174_4129_x16214_y10304.swc,1,5297.5,5951.875,3068.925,1.0,-1
236174_4229_x13663_y8589.swc,1,5282.625,5075.6,2323.125,1.0,-1
236174_4266_x13848_y8550.swc,1,5346.5,5156.775,2318.7000000000003,1.0,-1
236174_4429_x13147_y8003.swc,1,5568.275,4894.1,2110.05,1.0,-1
236174_4647_x16405_y27845.swc,1,6130.55,5202.075,9686.975,1.0,-1
236174_4729_x16869_y27809.swc,1,6254.2,5396.925,9715.975,1.0,-1
236174_5138_x16501_y28259.swc,1,6616.500000000001,5172.075,9794.975,1.0,-1
236174_5338_x13590_y7348.swc,1,6640.000000000001,5106.425,1948.025,1.0,-1
236174_5670_x14073_y29439.swc,1,7183.750000000001,3811.95,10025.6,1.0,-1
236174_5738_x11712_y6818.swc,1,7002.525,4234.2,1615.525,1.0,-1
236174_5840_x15240_y29741.swc,1,7367.15,4351.1,10208.35,1.0,-1
236174_6338_x12092_y5845.swc,1,7675.475,4417.275,1149.675,1.0,-1
236174_6338_x12496_y6617.swc,1,7730.9,4528.4,1496.65,1.0,-1
236174_6438_x12218_y5897.swc,1,7773.950000000001,4446.95,1174.825,1.0,-1
236174_6855_x15550_y29832.swc,1,8281.5,4285.825,10211.5,1.0,-1
236174_7077_x14579_y30892.swc,1,8486.375,3752.025,10589.2,1.0,-1
AA0001.swc,1,4625.382188,2534.794722,2977.331688,1.0,-1
AA0002.swc,1,5066.662927,1824.091776,3679.874125,1.0,-1
AA0003.swc,1,4844.884224,1513.881007,3771.44552,1.0,-1
AA0004.swc,1,4688.957564,2212.97396,3325.673618,1.0,-1
AA0005.swc,1,4481.646784,2314.060963,3973.648517,1.0,-1
AA0006.swc,1,3568.895964,2335.157731,2961.918836,1.0,-1
AA0007.swc,1,4406.290578,1968.244044,2886.260577,1.0,-1
AA0008.swc,1,4892.0679,1824.554119,2771.995893,1.0,-1
AA0009.swc,1,4941.393264,1385.27934,3667.473946,1.0,-1
AA0010.swc,1,3851.892891,2086.764226,4136.420421,1.0,-1
AA0011.swc,1,2951.037429,2334.988943,6829.289029,1.0,-1
AA0012.swc,1,3218.13606,2799.407576,7079.151582,1.0,-1
AA0013.swc,1,2878.66222,1871.359839,6933.36392,1.0,-1
AA0014.swc,1,2734.31901,1882.221631,6647.055829,1.0,-1
AA0015.swc,1,5921.988315,3747.227561,4678.845291,1.0,-1
AA0016.swc,1,5828.7047,4091.553656,4622.603362,1.0,-1
AA0017.swc,1,5667.769278,4725.379669,4706.856435,1.0,-1
AA0018.swc,1,5689.672917,3728.064507,4747.771918,1.0,-1
AA0019.swc,1,5715.083799,4267.978575,4795.706106,1.0,-1
AA0020.swc,1,8638.86374,2320.664957,7673.868177,1.0,-1
AA0021.swc,1,8704.696652,2291.775625,7669.231368,1.0,-1
AA0022.swc,1,8727.447861,1696.776179,7608.568151,1.0,-1
AA0023.swc,1,6114.799947,4460.210333,5045.03025,1.0,-1
AA0024.swc,1,8850.388574,2339.760667,7751.346843,1.0,-1
AA0025.swc,1,9259.48693,1741.060375,7885.584195,1.0,-1
AA0026.swc,1,8978.173815,2407.310059,7805.874347,1.0,-1
AA0027.swc,1,8610.78157,1205.388675,7450.001697,1.0,-1
AA0028.swc,1,8774.325209,853.337167,7635.305391,1.0,-1
AA0029.swc,1,5604.548454,3681.256036,4686.491908,1.0,-1
AA0030.swc,1,8885.111386,2199.156427,7655.508696,1.0,-1
AA0031.swc,1,9103.836011,2975.489063,8526.039634,1.0,-1
AA0032.swc,1,8958.961322,2419.599358,7792.419842,1.0,-1
AA0033.swc,1,9002.446631,2525.372603,7870.076123,1.0,-1
AA0034.swc,1,3937.569271,2108.303223,3859.595341,1.0,-1
AA0035.swc,1,4156.241146,2364.010858,3762.445413,1.0,-1
AA0036.swc,1,4170.230469,2105.592235,4195.219342,1.0,-1
AA0037.swc,1,4160.104688,2085.653348,4275.252488,1.0,-1
AA0038.swc,1,4175.865364,2202.360105,4375.304072,1.0,-1
AA0039.swc,1,4243.220443,2292.766628,4510.229408,1.0,-1
AA0040.swc,1,4269.011328,2360.258443,4089.502997,1.0,-1
AA0041.swc,1,4590.123047,2199.368497,4123.482154,1.0,-1
AA0042.swc,1,4632.546353,2009.49551,4325.780854,1.0,-1
AA0043.swc,1,4727.653386,2357.861124,3979.069907,1.0,-1
AA0044.swc,1,3903.723437,2580.670946,4589.345623,1.0,-1
AA0045.swc,1,4385.153255,2876.115787,3684.781239,1.0,-1
AA0046.swc,1,4601.608725,1876.63937,4035.881377,1.0,-1
AA0047.swc,1,7063.56915,4563.426126,4981.09114,1.0,-1
AA0048.swc,1,6958.046857,4623.942329,4892.544316,1.0,-1
AA0049.swc,1,7105.789281,4663.023215,4717.181809,1.0,-1
AA0050.swc,1,7115.491429,4647.825938,5226.00806,1.0,-1
AA0051.swc,1,7194.998585,3603.646616,4852.746292,1.0,-1
AA0052.swc,1,8551.029759,1884.594182,7874.955292,1.0,-1
AA0053.swc,1,8439.54946,1951.582075,7109.047403,1.0,-1
AA0054.swc,1,7019.087218,4260.486253,4996.862506,1.0,-1
AA0055.swc,1,6905.703516,3941.291391,5066.747811,1.0,-1
AA0056.swc,1,7406.701129,3644.810992,5160.679957,1.0,-1
AA0057.swc,1,8113.57031,1518.879089,7421.84068,1.0,-1
AA0058.swc,1,8014.75863,1623.63959,7314.267214,1.0,-1
AA0059.swc,1,2570.195362,3007.303794,7066.474152,1.0,-1
AA0060.swc,1,2898.159864,2881.154269,7205.205945,1.0,-1
AA0061.swc,1,2831.12992,3319.938038,7156.26984,1.0,-1
AA0062.swc,1,3329.988282,2985.795899,7235.53125,0.501187,-1
AA0063.swc,1,4435.994905,2744.588238,7300.755212,1.0,-1
AA0064.swc,1,3675.312084,2099.974372,7098.994431,1.0,-1
AA0065.swc,1,3832.990786,1994.258113,7264.581439,1.0,-1
AA0066.swc,1,5822.750608,1286.449094,5296.512719,1.0,-1
