,type,x,y,z,r,parent
18455_00152.swc,1,6767.2,4527.275000000001,7772.750000000001,1.0,-1
18455_00153.swc,1,6719.700000000001,4568.625,7637.4,1.0,-1
18455_00154.swc,1,6826.4,4545.625,7336.724999999999,1.0,-1
18455_00158.swc,1,7312.050000000001,4305.65,6967.325,1.0,-1
18455_00159.swc,1,6816.374999999999,4514.825,6950.075,1.0,-1
18455_00163.swc,1,6547.799999999999,3844.6,5266.725,1.0,-1
18455_00165.swc,1,5946.45,4248.825,5414.275,1.0,-1
18455_00172.swc,1,4763.7,4173.0,4086.675,1.0,-1
18455_00180.swc,1,3893.45,4345.875,2918.475,1.0,-1
18455_00181.swc,1,3821.125,4507.950000000001,3108.35,1.0,-1
18455_00182.swc,1,4790.325,4269.75,2844.325,1.0,-1
18455_00199.swc,1,6697.375,3988.85,4226.424999999999,1.0,-1
18455_00200.swc,1,6572.575000000001,4066.25,3853.125,1.0,-1
18455_00201.swc,1,6649.575,4042.975,3885.8,1.0,-1
18455_00202.swc,1,6553.950000000001,3867.7,3788.05,1.0,-1
18455_00203.swc,1,6650.1,3915.125,3746.175,1.0,-1
18455_00204.swc,1,6797.075,3781.925,3339.125,1.0,-1
18455_00205.swc,1,6602.875,3810.35,3375.3749999999995,1.0,-1
18455_00206.swc,1,6788.075000000001,4000.1,3398.025,1.0,-1
18455_00208.swc,1,6537.25,4217.3,3912.45,1.0,-1
18455_00210.swc,1,6592.6,4504.95,4107.4,1.0,-1
18455_00220.swc,1,5318.650000000001,5114.45,2688.2000000000003,1.0,-1
18455_00224.swc,1,4898.825,4306.65,2352.45,1.0,-1
18455_00240.swc,1,5544.525000000001,3951.65,2611.3,1.0,-1
18455_00252.swc,1,7035.224999999999,3790.825,3949.725,1.0,-1
18455_00253.swc,1,7127.525,3840.6,3972.25,1.0,-1
18455_00254.swc,1,6917.874999999999,3743.45,3758.6,1.0,-1
18455_00255.swc,1,7059.25,3691.125000000001,3805.15,1.0,-1
18455_00256.swc,1,7442.1,4053.675,3964.075,1.0,-1
18455_00257.swc,1,7672.0,3995.15,3897.5,1.0,-1
18455_00258.swc,1,6997.275000000001,3807.15,3432.4750000000004,1.0,-1
18455_00259.swc,1,7077.825,3771.375,3416.175,1.0,-1
18455_00260.swc,1,7189.05,3789.8,3376.9500000000003,1.0,-1
18455_00261.swc,1,7148.475,3868.925,3397.8499999999995,1.0,-1
18455_00262.swc,1,6899.75,3964.225,3256.3,1.0,-1
18455_00263.swc,1,6885.8,4187.675,4225.45,1.0,-1
18455_00264.swc,1,6845.55,4582.224999999999,4107.525,1.0,-1
18455_3718_x10944_y12140.swc,1,4587.175,3903.0,8465.225,1.0,-1
18455_4619_x10185_y12182.swc,1,5844.45,3928.1,8650.050000000001,1.0,-1
18455_4709_x21225_y13716.swc,1,5848.375,4306.8,5352.2,1.0,-1
18455_4982_x21552_y14337.swc,1,6106.025000000001,4574.1,5284.325,1.0,-1
18455_5253_x25617_y13881.swc,1,6521.85,4342.224999999999,4143.55,1.0,-1
18455_5316_x26308_y13288.swc,1,6632.325,4141.2,3940.975,1.0,-1
18455_5404_x24949_y14106.swc,1,6685.124999999999,4465.675,4367.7,1.0,-1
18455_5472_x13482_y11733.swc,1,6641.825,3744.75,7621.525,1.0,-1
18455_5474_x14981_y13279.swc,1,6658.075,4270.174999999999,7159.999999999999,1.0,-1
18455_5507_x14812_y14221.swc,1,6696.025000000001,4594.525000000001,7238.225,1.0,-1
18455_5517_x15391_y12702.swc,1,6713.7,4043.15,7025.924999999999,1.0,-1
18455_5730_x15780_y13638.swc,1,6979.275,4397.5,6964.425,1.0,-1
18455_5898_x14920_y13352.swc,1,7159.7,4315.650000000001,7239.0,1.0,-1
18457_00001.swc,1,4232.4,3243.2499999999995,7637.2,1.0,-1
18457_00002.swc,1,4945.875,2897.425,7518.099999999999,1.0,-1
18457_00003.swc,1,5041.9,3031.025,7458.599999999999,1.0,-1
18457_00004.swc,1,3165.675,3755.15,7496.200000000001,1.0,-1
18457_00005.swc,1,3318.025,4000.2,7490.075,1.0,-1
18457_00006.swc,1,4652.025,3868.8,7446.825,1.0,-1
18457_00007.swc,1,4012.7,3679.425,7299.4,1.0,-1
18457_00008.swc,1,4016.375,3883.35,7394.475,1.0,-1
18457_00009.swc,1,6530.374999999999,3206.275,7680.200000000001,1.0,-1
18457_00010.swc,1,6659.775000000001,3650.45,7780.7,1.0,-1
18457_00012.swc,1,6719.05,3802.275,7875.25,1.0,-1
18457_00013.swc,1,6592.650000000001,3730.75,7750.400000000001,1.0,-1
18457_00014.swc,1,3694.025,3682.15,7062.15,1.0,-1
18457_00015.swc,1,3521.6500000000005,3915.375,7101.4,1.0,-1
18457_00017.swc,1,7136.1,3517.65,8048.675,1.0,-1
18457_00018.swc,1,6996.9,3424.725,7880.200000000001,1.0,-1
18457_00019.swc,1,7268.125000000001,3324.275,7953.1,1.0,-1
18457_00023.swc,1,7131.25,3600.45,7868.65,1.0,-1
18457_00024.swc,1,7203.225,3637.275000000001,8014.0,1.0,-1
18457_00025.swc,1,7205.450000000001,3518.3500000000004,7964.35,1.0,-1
18457_00026.swc,1,6829.975,3423.175,7745.275,1.0,-1
18457_00027.swc,1,7006.999999999999,3403.3250000000003,7784.675,1.0,-1
18457_00028.swc,1,7098.275,3534.475,7489.375,1.0,-1
18457_00029.swc,1,6812.55,3706.975,7318.95,1.0,-1
18457_00030.swc,1,4538.474999999999,3116.075,4098.474999999999,1.0,-1
18457_00031.swc,1,4409.3,3087.125,4327.65,1.0,-1
18457_00032.swc,1,3998.225,3172.175,3907.775,1.0,-1
18457_00033.swc,1,3918.625,3166.375,3646.675,1.0,-1
18457_00034.swc,1,3658.625,3523.6,3417.55,1.0,-1
18457_00035.swc,1,3043.1,3732.1,3953.025,1.0,-1
18457_00036.swc,1,3226.625,3583.375,3758.7,1.0,-1
18457_00037.swc,1,3655.825,3758.15,4182.9,1.0,-1
18457_00038.swc,1,4591.575000000001,3520.65,4463.450000000001,1.0,-1
18457_00039.swc,1,3922.7,4036.325,3735.875,1.0,-1
18457_00040.swc,1,3719.0,3954.175,3546.7,1.0,-1
18457_00041.swc,1,5083.25,3114.625,4194.55,1.0,-1
18457_00043.swc,1,5123.75,3391.45,3731.9,1.0,-1
18457_00044.swc,1,5208.175,3449.125,3839.275,1.0,-1
18457_00045.swc,1,6678.275,3735.15,3710.3,1.0,-1
18457_00046.swc,1,6651.000000000001,3678.3,3623.85,1.0,-1
18457_00047.swc,1,6655.374999999999,3694.225,3482.925,1.0,-1
18457_00048.swc,1,6618.075000000001,3794.75,3257.425,1.0,-1
18457_00049.swc,1,6852.424999999999,3462.7000000000003,3781.825,1.0,-1
18457_00051.swc,1,7108.25,3608.525,3723.75,1.0,-1
18457_00052.swc,1,6756.699999999999,3719.7,3805.925,1.0,-1
18457_00053.swc,1,6734.725,3762.125000000001,3834.75,1.0,-1
18457_00054.swc,1,7047.1,3693.75,3845.625,1.0,-1
18457_00055.swc,1,6886.9,3396.3250000000003,3632.275,1.0,-1
18457_00056.swc,1,6898.2,3467.075,3588.65,1.0,-1
18457_00057.swc,1,6954.575,3471.825,3628.375,1.0,-1
18457_00058.swc,1,6883.799999999999,3559.8750000000005,3465.675,1.0,-1
18457_00059.swc,1,7049.7,3596.1,3339.175,1.0,-1
18457_00061.swc,1,7262.224999999999,3432.7,3454.925,1.0,-1
18457_00062.swc,1,7279.025,3535.725,3390.8,1.0,-1
18457_00063.swc,1,7055.575000000001,3541.25,3282.9500000000003,1.0,-1
18457_00064.swc,1,6832.599999999999,3583.0,3648.15,1.0,-1
18457_00065.swc,1,6923.475,3714.650000000001,3352.375,1.0,-1
18457_00066.swc,1,7023.950000000001,3652.525,3394.7000000000003,1.0,-1
18457_00068.swc,1,6786.95,3792.55,3462.25,1.0,-1
18457_00069.swc,1,7346.349999999999,3831.750000000001,3387.8749999999995,1.0,-1
18457_00072.swc,1,6902.625,3842.875,3334.975,1.0,-1
18457_00073.swc,1,7162.900000000001,3791.275,3336.675,1.0,-1
18457_00074.swc,1,7845.35,3666.75,3333.475,1.0,-1
18457_00075.swc,1,7800.55,3819.250000000001,3231.825,1.0,-1
18457_00076.swc,1,5239.075,4792.825,9007.75,1.0,-1
18457_00077.swc,1,5599.95,4923.45,8707.35,1.0,-1
18457_00078.swc,1,5456.474999999999,5102.975,8670.5,1.0,-1
18457_00079.swc,1,5532.325,5252.975,8939.3,1.0,-1
18457_00080.swc,1,6180.325,5293.55,8935.800000000001,1.0,-1
18457_00081.swc,1,2018.05,4317.925,7094.799999999999,1.0,-1
18457_00082.swc,1,3991.1,4432.475,7586.1,1.0,-1
18457_00083.swc,1,6544.35,3851.250000000001,7790.175000000001,1.0,-1
18457_00087.swc,1,5184.125,4438.775,7153.974999999999,1.0,-1
18457_00088.swc,1,6623.5,3770.175,7479.5,1.0,-1
18457_00089.swc,1,6764.950000000001,3984.225,7773.175,1.0,-1
18457_00090.swc,1,6725.575000000001,3971.825,7436.724999999999,1.0,-1
18457_00091.swc,1,6565.3,3912.0,7396.525,1.0,-1
18457_00095.swc,1,6489.950000000001,4159.3,7660.599999999999,1.0,-1
18457_00096.swc,1,6696.875,4024.675,7620.924999999999,1.0,-1
18457_00097.swc,1,6679.125000000001,4234.2,7724.474999999999,1.0,-1
18457_00098.swc,1,6565.325,4201.775,7435.925,1.0,-1
18457_00099.swc,1,6448.224999999999,4291.375,7554.325,1.0,-1
18457_00101.swc,1,6463.450000000001,4127.075,7254.300000000001,1.0,-1
18457_00102.swc,1,6728.874999999999,4457.5,7850.725,1.0,-1
18457_00103.swc,1,3653.65,4159.975,7179.425,1.0,-1
18457_00106.swc,1,3831.95,4636.9,7189.9,1.0,-1
18457_00108.swc,1,3517.7750000000005,5023.825,6821.875,1.0,-1
18457_00109.swc,1,6838.05,4220.275000000001,7007.55,1.0,-1
18457_00110.swc,1,6243.849999999999,4350.55,6725.525000000001,1.0,-1
18457_00111.swc,1,6113.3,4611.675,6893.174999999999,1.0,-1
18457_00112.swc,1,6667.625,4627.675,6568.174999999999,1.0,-1
18457_00113.swc,1,4975.025000000001,5332.175,8764.875,1.0,-1
18457_00114.swc,1,5757.200000000001,5090.325,8462.5,1.0,-1
18457_00115.swc,1,3694.525,5355.7,6373.125,1.0,-1
18457_00116.swc,1,4658.75,6536.175,7872.499999999999,1.0,-1
18457_00117.swc,1,7156.5,3932.15,8113.474999999999,1.0,-1
18457_00118.swc,1,6871.375,3887.125000000001,7829.4,1.0,-1
18457_00119.swc,1,6932.599999999999,3872.55,7863.95,1.0,-1
18457_00120.swc,1,6785.275,4045.575,8107.65,1.0,-1
18457_00121.swc,1,7135.85,3950.875,8092.650000000001,1.0,-1
18457_00122.swc,1,7001.825,4045.95,8088.599999999999,1.0,-1
18457_00123.swc,1,7223.35,4106.725,8187.725,1.0,-1
18457_00125.swc,1,6822.075,4198.8,8049.599999999999,1.0,-1
18457_00126.swc,1,6986.2,4070.55,7930.474999999999,1.0,-1
18457_00127.swc,1,7998.75,3998.125000000001,8181.75,1.0,-1
18457_00128.swc,1,6881.950000000001,3768.825,7467.475,1.0,-1
18457_00129.swc,1,6808.925000000001,3839.15,7601.7,1.0,-1
18457_00133.swc,1,3161.025,5089.425,4579.075000000001,1.0,-1
18457_00135.swc,1,6319.225,4491.575000000001,4913.05,1.0,-1
18457_00136.swc,1,6649.025000000001,4937.525000000001,4798.35,1.0,-1
18457_00139.swc,1,4627.85,4479.775,2977.225,1.0,-1
18457_00140.swc,1,3721.6,4694.2,3986.25,1.0,-1
18457_00141.swc,1,3552.875,4681.825,3105.875,1.0,-1
18457_00142.swc,1,3925.25,4686.075000000001,3464.925,1.0,-1
18457_00143.swc,1,6533.599999999999,3859.4,3768.05,1.0,-1
18457_00144.swc,1,6442.425,4168.575,3854.9,1.0,-1
18457_00145.swc,1,6739.1,4265.1,3804.8,1.0,-1
18457_00146.swc,1,6549.025000000001,3962.7,3576.8,1.0,-1
18457_00148.swc,1,6619.150000000001,3940.250000000001,3394.75,1.0,-1
18457_00150.swc,1,6686.525000000001,4075.15,3517.6250000000005,1.0,-1
18457_00152.swc,1,6513.75,4181.349999999999,3676.45,1.0,-1
18457_00159.swc,1,6566.674999999999,4381.575,3985.675,1.0,-1
18457_00162.swc,1,6673.025,4348.275000000001,3625.625,1.0,-1
18457_00163.swc,1,6726.900000000001,4408.0,3591.9,1.0,-1
18457_00164.swc,1,6759.075,4359.725,3448.7499999999995,1.0,-1
18457_00170.swc,1,3357.3749999999995,5345.25,4609.325,1.0,-1
18457_00184.swc,1,4439.25,7235.025000000001,3984.775,1.0,-1
18457_00188.swc,1,7079.349999999999,4762.9,4598.75,1.0,-1
18457_00190.swc,1,6788.525,3899.625000000001,3421.4,1.0,-1
18457_00194.swc,1,6987.175,4003.625000000001,3333.4000000000005,1.0,-1
18457_00197.swc,1,7003.874999999999,4088.3,3321.775,1.0,-1
18457_00199.swc,1,7304.025,4044.975,3219.2250000000004,1.0,-1
18457_00202.swc,1,6954.95,4167.45,3288.9,1.0,-1
18457_00203.swc,1,6866.65,4178.275,3158.85,1.0,-1
18457_00204.swc,1,6899.174999999999,4437.3,4123.925,1.0,-1
18457_00205.swc,1,6963.200000000001,4599.6,3739.650000000001,1.0,-1
18457_00206.swc,1,6951.049999999999,4395.125,3350.125,1.0,-1
18457_00209.swc,1,6785.875,4073.675,5358.700000000001,1.0,-1
18457_00241.swc,1,7824.875,3400.2249999999995,7841.299999999999,1.0,-1
18458_00048.swc,1,6834.05,2819.95,7643.725,1.0,-1
18458_00049.swc,1,7362.975,2946.05,8072.25,1.0,-1
18458_00050.swc,1,7329.325,2952.075,8054.425,1.0,-1
18458_00051.swc,1,7531.25,2906.8,7925.025,1.0,-1
18458_00053.swc,1,7184.675,2848.4500000000003,7758.150000000001,1.0,-1
18458_00056.swc,1,7638.599999999999,3130.1,8217.775,1.0,-1
18458_00057.swc,1,7593.300000000001,3148.8250000000003,8221.675000000001,1.0,-1
18458_00069.swc,1,7894.65,3397.75,8293.9,1.0,-1
18458_00075.swc,1,6946.675,3064.575,7488.424999999999,1.0,-1
18458_00077.swc,1,6702.075000000001,3320.6249999999995,7636.025,1.0,-1
18458_00083.swc,1,7835.575,3158.325,8205.15,1.0,-1
18458_00086.swc,1,7631.85,3221.3,7828.25,1.0,-1
18458_00101.swc,1,7827.65,3449.225,8324.225,1.0,-1
18458_00102.swc,1,7907.375,3442.65,8349.575,1.0,-1
18458_00114.swc,1,6622.025,3787.45,7876.25,1.0,-1
18458_00119.swc,1,7030.974999999999,3815.125,7774.875,1.0,-1
18458_00121.swc,1,6752.05,3868.8,7318.625,1.0,-1
18458_00122.swc,1,6994.799999999999,3710.775,7719.450000000001,1.0,-1
18458_00125.swc,1,7208.9,3616.4,7907.55,1.0,-1
18458_00148.swc,1,6862.175,3105.55,7168.099999999999,1.0,-1
18458_00150.swc,1,6961.025,3361.8250000000003,7245.75,1.0,-1
18458_00185.swc,1,6405.225,3780.225,3752.65,1.0,-1
18458_00236.swc,1,7140.5,3125.8500000000004,2942.3,1.0,-1
18458_00239.swc,1,7250.400000000001,3187.925,3391.275,1.0,-1
18458_00241.swc,1,7154.349999999999,3227.325,2835.8250000000003,1.0,-1
18458_00242.swc,1,7298.525,3256.3,3038.2000000000003,1.0,-1
18458_00244.swc,1,7272.450000000001,3389.6500000000005,2783.3,1.0,-1
18458_00249.swc,1,7489.950000000001,3108.1,2991.825,1.0,-1
18458_00250.swc,1,8011.875000000001,3151.2,3263.9,1.0,-1
18458_00264.swc,1,7857.75,3287.35,2973.075,1.0,-1
18458_00267.swc,1,8160.224999999999,3256.175,3270.55,1.0,-1
18458_00268.swc,1,7016.325000000001,3684.95,3636.3,1.0,-1
18458_00269.swc,1,7124.250000000001,3697.225,3661.55,1.0,-1
18458_00273.swc,1,6905.974999999999,3736.975,3576.775,1.0,-1
18458_00277.swc,1,7233.225,3646.025,3536.425,1.0,-1
18458_00280.swc,1,7230.299999999999,3659.825,3433.675,1.0,-1
18458_00281.swc,1,7159.225,3767.275,3296.075,1.0,-1
18458_00302.swc,1,7992.85,3399.825,2957.25,1.0,-1
18458_00306.swc,1,7483.599999999999,3706.425,3291.55,1.0,-1
18458_00351.swc,1,5270.575,4616.599999999999,8656.95,1.0,-1
18458_00353.swc,1,5075.650000000001,4939.9,8261.9,1.0,-1
18458_00374.swc,1,6393.2,4856.375,6877.975,1.0,-1
18458_00375.swc,1,6270.450000000001,4514.8,6231.325,1.0,-1
18458_00376.swc,1,6306.45,4631.150000000001,6003.150000000001,1.0,-1
18458_00386.swc,1,4952.7,5141.275000000001,8705.775,1.0,-1
18458_00419.swc,1,6669.325000000001,4096.0,8036.750000000001,1.0,-1
18458_00424.swc,1,6810.975,3977.65,7822.750000000001,1.0,-1
18458_00430.swc,1,6921.625,3968.075,7359.375,1.0,-1
18458_00437.swc,1,6554.900000000001,4384.125,7657.55,1.0,-1
18458_00443.swc,1,6609.475,4271.224999999999,7512.55,1.0,-1
18458_00444.swc,1,6672.6,4294.2,7598.075,1.0,-1
18458_00445.swc,1,6805.1,4235.65,7422.375,1.0,-1
18458_00450.swc,1,7853.35,4073.05,7929.049999999999,1.0,-1
18458_00456.swc,1,6562.3,4508.9,7435.525,1.0,-1
18458_00458.swc,1,8312.15,4051.3,8131.3,1.0,-1
18458_00459.swc,1,8168.775,4189.674999999999,8103.425,1.0,-1
18458_00460.swc,1,6664.9,4041.375,7222.549999999999,1.0,-1
18458_00461.swc,1,6597.400000000001,4368.125,7221.349999999999,1.0,-1
18458_00468.swc,1,6697.3,4662.85,6492.725,1.0,-1
18458_00488.swc,1,4544.700000000001,4943.325,3120.475,1.0,-1
18458_00492.swc,1,6617.900000000001,3898.425,3578.975,1.0,-1
18458_00496.swc,1,6667.574999999999,4670.75,3763.575,1.0,-1
18458_00500.swc,1,4405.5,5305.425,4465.35,1.0,-1
18458_00502.swc,1,3519.1249999999995,6742.6,4942.95,1.0,-1
18458_00505.swc,1,6560.85,5113.4,4451.95,1.0,-1
18458_00540.swc,1,6765.75,3963.475,3810.125,1.0,-1
18458_00541.swc,1,7004.575,3900.025,3818.05,1.0,-1
18458_00542.swc,1,6805.875,3932.875,3660.325,1.0,-1
18458_00547.swc,1,7001.575,4064.675,3846.425,1.0,-1
18458_00548.swc,1,6875.575000000001,4250.75,3867.9,1.0,-1
18458_00549.swc,1,7010.525,4274.7,3806.825,1.0,-1
18458_00550.swc,1,7191.424999999999,4051.75,3861.075,1.0,-1
18458_00551.swc,1,7194.450000000001,4118.125,3705.85,1.0,-1
18458_00555.swc,1,6813.349999999999,4004.325,3268.3250000000003,1.0,-1
18458_00561.swc,1,7467.2,3997.4,3450.3749999999995,1.0,-1
18458_00562.swc,1,7435.224999999999,4055.225,3343.1,1.0,-1
18458_00564.swc,1,6754.2,4130.85,3383.9500000000003,1.0,-1
18458_00565.swc,1,7036.2,4243.724999999999,3336.5250000000005,1.0,-1
18458_00567.swc,1,7112.175,4164.15,3465.9750000000004,1.0,-1
18458_00574.swc,1,7551.825,4301.3,3414.2000000000003,1.0,-1
18458_00575.swc,1,6831.425,4379.05,4128.900000000001,1.0,-1
18458_00577.swc,1,6793.125000000001,4467.4,3815.025,1.0,-1
18458_00578.swc,1,6687.475,4512.625,3808.175,1.0,-1
18458_00580.swc,1,6928.950000000001,4588.349999999999,3915.625,1.0,-1
18458_00583.swc,1,7167.825000000001,4380.15,3274.725,1.0,-1
18458_00584.swc,1,7049.424999999999,4564.875,3496.575,1.0,-1
18458_00585.swc,1,6637.975,5017.375,4367.75,1.0,-1
18458_00586.swc,1,6966.150000000001,4871.925,3838.15,1.0,-1
18458_00612.swc,1,7735.5,2974.75,7546.775,1.0,-1
18458_00614.swc,1,7096.4,2833.55,3679.65,1.0,-1
18458_00615.swc,1,7063.7,2951.875,3870.475,1.0,-1
18458_00616.swc,1,6461.125,4736.849999999999,4993.875,1.0,-1
18461_2985_x10744_y3095.swc,1,2937.65,1846.025,7042.924999999999,1.0,-1
18461_3220_x7596_y9465.swc,1,3529.575,5140.675,8601.75,1.0,-1
18461_3871_x7813_y3857.swc,1,4069.55,2173.075,8226.175000000001,1.0,-1
18461_4178_x16825_y2713.swc,1,4424.025000000001,1336.125,4647.825000000001,1.0,-1
18461_4233_x19011_y2874.swc,1,4617.175,1353.4,3850.05,1.0,-1
18461_4388_x5599_y5781.swc,1,4724.0,3208.45,9324.875,1.0,-1
18461_4410_x23856_y6531.swc,1,5143.35,3387.3,1315.025,1.0,-1
18461_4545_x5749_y4914.swc,1,4810.575,2706.15,9331.65,1.0,-1
18461_4862_x17603_y2198.swc,1,5192.925,1014.15,4504.8,1.0,-1
18461_5025_x23630_y4542.swc,1,5780.85,2354.825,1407.525,1.0,-1
18461_6043_x11080_y1667.swc,1,6679.325,493.3,6917.525000000001,1.0,-1
18461_7132_x6338_y3287.swc,1,8281.75,1572.0,9295.15,1.0,-1
18462_00005.swc,1,5052.925,3331.0250000000005,7390.55,1.0,-1
18462_00007.swc,1,4879.549999999999,3806.3,6846.8,1.0,-1
18462_00009.swc,1,5329.825000000001,2858.1,7535.7,1.0,-1
18462_00012.swc,1,7032.925,3750.575,7728.900000000001,1.0,-1
18462_00013.swc,1,7156.55,3779.1,7955.974999999999,1.0,-1
18462_00014.swc,1,7304.375,3738.1,8067.375,1.0,-1
18462_00015.swc,1,7414.425,3859.625,8040.675,1.0,-1
18462_00016.swc,1,6978.125,4132.55,7739.075,1.0,-1
18462_00017.swc,1,7324.9,3872.9,7734.075,1.0,-1
18462_00018.swc,1,7266.974999999999,4047.7,7781.4,1.0,-1
18462_00019.swc,1,7417.6,4070.525,7522.6,1.0,-1
18462_00020.swc,1,7614.799999999999,3671.15,8115.125,1.0,-1
18462_00021.swc,1,7508.549999999999,3737.725,8110.325000000001,1.0,-1
18462_00022.swc,1,7781.475,3832.8,8182.125000000001,1.0,-1
18462_00023.swc,1,8147.025,4191.075,7691.775,1.0,-1
18462_00024.swc,1,8510.9,3692.95,8450.275000000001,1.0,-1
18462_00025.swc,1,8513.075,3773.275,8174.975,1.0,-1
18462_00026.swc,1,8673.8,4058.65,7973.55,1.0,-1
18462_00027.swc,1,6968.975,4323.775,8019.599999999999,1.0,-1
18462_00028.swc,1,7245.175,4625.275,7607.099999999999,1.0,-1
18462_00029.swc,1,7733.400000000001,4731.45,7474.775,1.0,-1
18462_00030.swc,1,7741.150000000001,4656.575,7251.675,1.0,-1
18462_00031.swc,1,7568.85,4736.9,6826.25,1.0,-1
18462_00032.swc,1,7843.2,4727.825,6942.05,1.0,-1
18462_00035.swc,1,5214.725,3285.7,4013.45,1.0,-1
18462_00038.swc,1,6393.675,3223.8500000000004,3185.8,1.0,-1
18462_00040.swc,1,7117.45,3800.75,3598.55,1.0,-1
18462_00041.swc,1,7210.525,3891.05,3623.575,1.0,-1
18462_00042.swc,1,7093.6,3869.9,3491.9,1.0,-1
18462_00043.swc,1,3700.500000000001,3619.9,4015.5,1.0,-1
18462_00044.swc,1,7227.7,4355.95,4173.65,1.0,-1
18462_00045.swc,1,7005.400000000001,4237.675,3832.325,1.0,-1
18462_00048.swc,1,4697.125,4254.6,2568.75,1.0,-1
18462_00049.swc,1,4540.35,4288.425,2672.0,1.0,-1
18462_00050.swc,1,4977.125,3985.4,2884.8,1.0,-1
18462_00051.swc,1,7155.974999999999,4066.75,3677.65,1.0,-1
18462_00052.swc,1,7216.625000000001,4220.825,3630.45,1.0,-1
18462_00053.swc,1,7137.425,4341.85,3338.275,1.0,-1
18462_00054.swc,1,7945.55,3028.15,3248.8500000000004,1.0,-1
18462_00055.swc,1,7708.95,3465.675,3516.675,1.0,-1
18462_00056.swc,1,7921.825,3573.5750000000003,3417.225,1.0,-1
18462_00057.swc,1,7607.224999999999,3781.875,3220.425,1.0,-1
18462_00058.swc,1,7837.050000000001,3815.5,3222.2250000000004,1.0,-1
18462_00059.swc,1,7882.049999999999,3769.725,3487.8,1.0,-1
18462_00060.swc,1,8371.4,4079.875,3675.75,1.0,-1
18462_00061.swc,1,8254.45,4028.25,3631.15,1.0,-1
18462_00062.swc,1,7424.975,4742.1,3682.500000000001,1.0,-1
18462_00063.swc,1,7362.175,4846.55,3624.5,1.0,-1
18463_00001.swc,1,7784.025,3218.7,3409.65,1.0,-1
18463_00003.swc,1,7230.150000000001,4415.425,4174.725,1.0,-1
18463_00004.swc,1,5948.0,2836.375,7885.325000000001,1.0,-1
18463_00005.swc,1,4948.075,3535.025,7757.775,1.0,-1
18463_00007.swc,1,5589.224999999999,3328.875,7809.975,1.0,-1
18463_00010.swc,1,5291.45,2931.55,7124.049999999999,1.0,-1
18463_00011.swc,1,4233.775,3448.8750000000005,7276.875,1.0,-1
18463_00012.swc,1,7484.8,3842.725,8085.975,1.0,-1
18463_00013.swc,1,7171.925,3699.775000000001,7891.275000000001,1.0,-1
18463_00014.swc,1,7501.049999999999,3811.925,8038.724999999999,1.0,-1
18463_00015.swc,1,7488.8,3330.8750000000005,8156.175,1.0,-1
18463_00016.swc,1,7568.75,3255.6,7867.725,1.0,-1
18463_00018.swc,1,7669.475,3533.3,3036.475,1.0,-1
18463_00019.swc,1,4981.0,4182.55,8653.15,1.0,-1
18463_00020.swc,1,5038.6,4350.875,8523.15,1.0,-1
18463_00021.swc,1,4733.8,4482.775000000001,8641.849999999999,1.0,-1
18463_00024.swc,1,4134.225,4642.675,8398.925,1.0,-1
18463_00027.swc,1,7195.75,4044.675,7807.7,1.0,-1
18463_00028.swc,1,7453.25,4164.925,7852.7,1.0,-1
18463_00029.swc,1,7589.225,4159.225,7590.125,1.0,-1
18463_00031.swc,1,6924.150000000001,4136.875,7578.225,1.0,-1
18463_00032.swc,1,8350.8,4095.625,8074.95,1.0,-1
18463_00034.swc,1,6948.075,4531.474999999999,7851.7,1.0,-1
18463_00036.swc,1,7239.125,4850.55,7553.749999999999,1.0,-1
18463_00037.swc,1,7196.474999999999,3887.375,7520.55,1.0,-1
18463_00038.swc,1,7221.099999999999,4347.5,7409.35,1.0,-1
18463_00039.swc,1,6978.15,4774.475,7304.675,1.0,-1
18463_00040.swc,1,7330.200000000001,4531.25,7319.175,1.0,-1
18463_00041.swc,1,7563.450000000001,4530.15,7317.400000000001,1.0,-1
18463_00042.swc,1,6144.424999999999,4735.150000000001,5511.7,1.0,-1
18463_00045.swc,1,6697.9,4196.05,3801.875,1.0,-1
18463_00046.swc,1,6448.475,4884.975,5239.45,1.0,-1
18463_00047.swc,1,6549.925,5095.425,5275.5,1.0,-1
18463_00051.swc,1,5737.275000000001,4756.075,1833.375,1.0,-1
18463_00052.swc,1,7479.725,3570.325,4370.2,1.0,-1
18463_00054.swc,1,6866.875,4562.5,4203.4,1.0,-1
18463_00055.swc,1,7054.174999999999,3576.925,4111.7,1.0,-1
18463_00056.swc,1,6917.625,3693.3,3499.15,1.0,-1
18463_00057.swc,1,7461.25,3638.3,3400.725,1.0,-1
18463_00058.swc,1,7375.825000000001,3722.125,3415.575,1.0,-1
18463_00061.swc,1,7745.0,3789.8,3734.85,1.0,-1
18463_00062.swc,1,8404.65,3681.075,3454.55,1.0,-1
18463_00066.swc,1,6978.5,4006.975,3902.275,1.0,-1
18463_00067.swc,1,7193.975,4158.275,3863.2,1.0,-1
18463_00068.swc,1,7255.1,4362.45,4193.7,1.0,-1
18463_00069.swc,1,6939.849999999999,4032.525,3668.075,1.0,-1
18463_00071.swc,1,7221.825,4421.825,3597.725,1.0,-1
18463_00072.swc,1,8567.6,4019.225,3447.925,1.0,-1
18463_00073.swc,1,7221.200000000001,4796.925,3633.775,1.0,-1
18463_00074.swc,1,7428.45,4234.474999999999,1506.825,1.0,-1
